asv	029SS	116JS	129GP	46	215	300	023TD	077SF	193MR	152JF	179TH	115RW	HG113	043RB	063CG	149SD	HG237	282	843	895	2123	120NG	12	710	128TW	164JO	HG216	064DB	453	198LW
denovo593	0	1	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	27	0	0	0	0	0	0	0	0	0	0	0
denovo598	0	0	3	0	0	0	0	0	1	3	0	4	0	0	0	0	0	7	0	0	0	2	0	0	0	0	0	0	2	0
denovo599	0	0	1	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	18	1	2	0
denovo41	0	0	1	5	6	0	10	0	6	2	0	4	7	6	4	0	0	5	20	16	520	0	0	0	15	11	0	2	27	0
denovo40	7	0	25	13	17	1	3	0	8	7	0	17	42	0	0	0	35	0	51	89	0	59	0	24	12	1	0	40	1	0
denovo43	0	495	4	3	0	1	0	0	0	0	0	8	16	0	0	0	0	4	0	0	0	92	0	0	0	0	0	0	0	0
denovo42	0	0	70	25	17	1	11	0	17	4	0	2	0	0	0	0	0	4	76	116	0	93	0	55	14	2	0	0	5	0
denovo45	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	606	7	0	0	0	0	0	0	0	0	0	0
denovo44	0	0	0	5	26	4	0	0	0	0	0	0	4	0	0	0	5	1	0	12	0	0	488	15	0	0	17	0	43	0
denovo47	107	47	3	6	2	0	0	28	2	1	0	0	1	0	3	0	2	1	229	3	0	0	0	99	1	0	0	0	4	0
denovo46	0	0	0	0	0	0	0	0	0	0	0	0	221	0	0	0	68	0	0	0	0	0	0	0	0	0	284	0	0	0
denovo49	0	0	1	0	11	5	0	0	0	0	0	0	1	0	0	0	6	0	0	7	0	3	439	16	1	0	17	0	26	0
denovo48	5	0	21	7	11	0	2	0	5	5	0	15	17	0	0	0	20	1	26	59	0	50	0	22	9	0	1	52	0	0
denovo780	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	5	0	0	0	2	0	0	0	0	0	0	5	0
denovo783	1	0	4	0	0	0	0	0	0	0	5	0	0	1	0	0	0	1	0	2	0	2	0	1	0	0	1	0	0	0
denovo782	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16	1	0	0	0	0	0	2	0	0	0	0
denovo785	15	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
denovo784	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17	0	0	0	0
denovo787	0	19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
denovo786	0	0	0	1	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	6	9	0	0	0	0	1	0	0	0	0
denovo788	0	0	0	0	0	17	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
denovo318	0	0	0	3	0	1	0	7	0	0	0	5	0	2	2	0	0	0	6	0	0	3	39	0	0	0	0	2	0	0
denovo319	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	0	57	0	1	0	0	0	0	0	0	0
denovo313	0	0	0	0	26	6	0	0	0	0	0	0	0	0	0	0	0	5	0	2	0	0	2	10	0	0	0	0	0	0
denovo1019	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0
denovo1014	0	0	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
denovo1013	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	8	1	0	0	0	0	0	0	0	0	0	0	0	0
denovo1012	0	1	0	2	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	3	0	0	0	1	2	1
denovo1011	0	0	0	0	0	0	0	0	0	1	0	0	0	0	3	0	0	0	0	2	0	0	0	0	0	0	7	0	0	0
denovo204	0	0	0	0	0	36	0	0	0	0	0	0	0	0	25	5	0	47	0	0	0	0	0	0	0	0	0	0	0	0
denovo205	0	0	0	6	0	0	15	0	1	2	0	59	0	0	0	0	0	3	0	0	0	23	0	0	2	0	0	0	0	0
denovo206	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	110	0	0	0	0	0	0	0	0
denovo207	0	0	2	10	0	0	2	14	0	0	1	5	0	0	3	0	0	0	9	0	0	4	59	0	0	0	0	0	0	0
denovo200	0	12	0	0	0	0	1	0	0	0	0	32	0	0	0	0	0	0	0	0	0	14	0	0	0	46	0	1	9	0
denovo201	0	0	0	0	0	0	4	64	2	3	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0
denovo202	0	0	0	0	0	0	0	64	0	0	0	0	0	0	0	0	0	1	1	13	1	2	0	25	0	0	0	0	5	0
denovo203	0	2	3	0	37	0	0	0	0	0	0	0	0	0	0	0	28	5	0	0	0	14	0	7	0	0	7	0	11	0
denovo208	102	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
denovo209	0	0	0	0	7	0	0	0	0	1	0	0	0	0	7	0	0	0	0	0	0	0	0	10	0	0	0	2	81	0
denovo27	0	29	32	27	7	3	4	87	0	5	20	49	0	0	1	0	0	0	71	1	777	0	4	19	4	3	0	0	8	0
denovo26	0	0	9	3	11	0	11	0	11	0	0	2	10	9	5	0	1	7	31	18	943	0	0	0	43	15	0	4	30	0
denovo25	0	4	82	0	48	0	7	0	0	99	221	8	5	244	15	0	0	12	327	17	0	1	0	32	6	10	2	14	6	0
denovo24	39	23	9	58	48	4	48	0	5	18	0	118	14	130	22	0	0	5	187	73	0	42	0	10	17	304	0	1	18	0
denovo23	1	0	34	132	3	1	7	31	61	1	25	66	271	2	5	1	18	164	0	31	0	28	0	183	0	0	2	15	127	0
denovo22	0	3	80	9	7	15	2	0	3	1	0	112	108	0	56	13	52	56	0	0	0	30	0	124	3	0	135	73	451	0
denovo21	0	32	46	23	12	6	0	0	0	0	0	9	13	0	0	0	3	1	85	0	1096	0	10	23	11	0	5	0	10	0
denovo20	0	0	61	145	1	16	12	58	87	0	24	95	0	0	7	0	0	311	0	35	0	40	0	319	0	0	0	0	132	0
denovo29	0	1	2	11	7	1	9	0	12	3	0	1	0	0	8	0	0	6	46	24	881	0	0	0	34	20	0	0	36	0
denovo28	0	0	53	174	2	5	19	40	58	0	17	64	0	0	8	0	0	186	0	29	0	21	0	258	0	0	0	0	154	0
denovo1208	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
denovo1209	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0
denovo1202	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	2	0	0	0	0	0	0	0	0	1	0	0	0
denovo1203	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
denovo1200	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	2	0	0	0
denovo1201	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	2	0	0	0	0	0	0
denovo1206	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	1	0	0	0
denovo1207	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0
denovo1204	0	0	0	0	9	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
denovo1205	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
denovo411	0	0	0	10	21	0	0	0	0	0	0	0	0	0	0	0	0	0	17	0	0	0	0	0	1	0	0	0	0	0
denovo410	0	0	0	0	20	0	0	0	5	0	2	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0
denovo413	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	42	1	0	0	5	0	0	0	0	0	0	0
denovo412	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	18	0	0	0	0	0	0	0	0	19	0
denovo415	0	0	0	0	0	0	1	1	0	0	0	0	0	0	1	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0
denovo414	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	32	1	0	5	0	0	0	0	0	0	0	0	0	0
denovo417	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0	31	1	0	2	0	0	0	0	0	0	0	0	0	0
denovo416	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	37	0	1	0	0	0	0	0	0	2
denovo419	0	7	6	0	0	0	0	0	4	0	0	0	0	0	3	0	0	6	0	0	0	4	0	12	0	0	0	0	0	0
denovo418	0	0	0	0	0	0	0	0	48	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
denovo954	0	0	1	0	0	0	0	0	0	2	4	0	0	0	0	0	0	0	6	0	0	0	0	1	0	0	0	0	0	0
denovo950	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	1	0	1	0	6	0	0	0	0	0	0
denovo628	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	10	0	11	0	0	0	0	0	5	0	0	0
denovo629	0	0	0	27	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
denovo622	0	0	0	0	0	0	0	0	0	0	0	0	27	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
denovo623	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	24	0	0	1	1	0	0	0	1	0	0	0
denovo620	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0
denovo621	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	28	0	0	0	0
denovo626	0	1	0	0	0	0	8	1	0	0	0	1	3	0	1	0	0	0	0	0	0	3	0	1	0	0	1	0	8	0
denovo866	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
denovo867	0	0	0	0	0	0	0	0	0	0	17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
denovo1	81	231	148	589	31	218	348	3	39	4	0	16	231	50	51	22	38	271	0	159	0	79	16	682	16	1	90	70	317	81
denovo2	96	176	108	380	14	226	336	5	37	2	0	233	146	100	67	18	37	352	0	124	0	67	19	529	14	2	67	56	236	88
denovo3	62	182	103	513	24	145	267	3	28	0	0	264	194	77	58	9	39	152	0	119	0	60	14	456	13	2	86	73	251	74
denovo5	0	0	29	203	548	285	1	2	412	91	0	0	0	0	269	425	0	4	0	545	0	0	0	0	351	1	0	0	28	0
denovo8	0	0	44	208	593	503	0	0	0	0	0	0	0	0	0	0	1	0	0	574	0	0	0	0	419	0	100	0	37	0
denovo9	0	26	138	0	102	0	29	0	5	224	451	1	30	305	25	0	0	28	811	23	1	2	0	76	13	19	5	17	20	0
denovo933	0	1	1	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	8	0	0	0	0	0	0	2	0	0	0	0
denovo930	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	8	0	0	0	0	1	0	3	0	0	0	0
denovo936	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4
denovo937	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	4	0	0	0
denovo638	0	0	0	0	8	0	6	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0
denovo1048	0	0	0	5	1	3	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	2	0	0	0	0	0
denovo1049	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12
denovo1044	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0
denovo1045	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0
denovo1046	0	0	0	0	0	0	3	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
denovo1047	0	4	4	0	1	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
denovo1040	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3
denovo1041	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	0	0	0	0	0	0	0	0	0	0	0
denovo1042	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	1	0	1	2	0	0	2	0	0	0	0	0	0	0
denovo1043	0	0	0	0	0	1	0	0	0	0	0	0	2	0	0	0	1	1	0	1	0	0	0	7	0	0	0	0	0	0
denovo257	0	0	0	56	0	0	0	2	6	0	0	0	2	11	0	0	0	0	0	0	0	4	0	0	0	5	0	0	3	0
denovo256	17	4	6	0	0	0	0	0	0	0	0	0	0	1	0	4	0	0	0	0	0	5	13	21	0	0	0	0	1	0
denovo255	0	2	5	13	7	0	0	2	0	2	10	10	0	0	0	0	2	6	0	13	0	0	14	1	1	0	1	0	2	0
denovo254	3	15	0	0	39	1	0	0	0	0	0	1	0	0	3	0	2	2	0	2	0	0	3	5	0	0	0	0	0	0
denovo253	1	3	1	7	0	1	4	0	0	0	3	2	2	0	10	0	2	12	3	13	0	0	0	3	0	0	0	0	6	4
denovo252	0	5	0	11	1	0	1	1	2	0	5	0	2	0	10	2	2	5	3	14	0	0	4	5	0	0	0	0	5	4
denovo251	1	0	1	1	0	0	0	0	1	0	1	1	0	0	0	1	2	2	2	2	67	1	0	0	2	0	2	0	0	1
denovo250	0	0	0	0	27	10	0	0	0	0	0	0	9	9	0	0	3	9	0	15	0	0	0	0	0	0	4	3	2	0
denovo259	0	0	0	0	7	1	3	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	4	0	0	0	3	66	0
denovo258	0	0	0	36	0	1	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	45	0
denovo78	0	0	0	0	0	0	9	0	1	0	0	0	0	0	0	0	0	0	289	2	0	0	0	0	0	0	0	0	0	0
denovo79	8	2	1	5	4	1	7	0	0	0	0	2	0	0	0	0	0	3	0	1	239	1	4	15	0	1	0	0	1	0
denovo70	0	0	4	1	0	37	0	0	0	0	0	4	23	0	0	0	182	5	0	36	0	3	0	5	0	0	51	0	0	0
denovo71	196	0	0	11	0	0	3	0	0	0	0	4	2	1	0	0	1	0	0	0	0	1	16	0	0	3	0	0	8	77
denovo72	0	0	0	0	0	300	0	0	0	0	0	0	0	0	0	10	0	0	0	30	0	0	0	0	0	0	0	0	0	0
denovo73	0	0	0	0	0	284	0	1	0	0	0	0	0	0	0	18	0	0	0	24	0	0	0	0	0	0	0	0	0	0
denovo74	0	0	0	0	0	312	0	0	0	0	0	0	0	0	0	0	2	0	0	7	0	0	0	0	0	0	1	0	0	0
denovo75	0	0	6	0	0	57	0	0	0	0	0	3	9	0	0	0	154	6	0	36	0	4	0	7	3	0	29	0	0	0
denovo76	0	0	1	14	0	2	16	0	3	0	0	6	0	0	2	0	0	12	0	1	0	0	0	73	5	129	0	0	0	0
denovo77	0	1	0	0	10	17	0	0	0	0	0	0	0	10	0	1	31	29	0	85	0	0	0	0	0	0	10	3	98	0
denovo283	0	0	0	0	0	0	0	0	0	44	0	26	0	0	0	1	0	0	0	10	0	0	0	0	0	0	0	0	0	0
denovo756	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	1	0	0	0	0	0	0	0	0	0	0	0	0
denovo757	5	0	0	0	0	0	0	0	0	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
denovo754	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	21	0	0	0	0	0	0	0	0	0
denovo755	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	3	0	0	0	0	0	15	0	0	1	0	0	0
denovo752	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	21	0	0	0	0	0	0	0	0	0	0	0	0	0
denovo753	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	7	0	0	1	3	0	0	0	0	0	0
denovo750	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	17	0	0	0	0	3	0	0	0	0	0	0
denovo751	0	0	0	0	0	0	1	5	1	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1
denovo758	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	2	0	1	0	11	0
denovo759	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20	0	0	0	0	0	0	0	0	0	0	0
denovo808	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17	0	0	0	0	1	0	0	0	0	0	0
denovo809	0	0	0	0	0	18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
denovo806	0	0	0	0	18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
denovo807	0	1	1	1	0	0	1	0	0	1	3	1	0	0	0	0	0	0	0	1	0	1	0	4	0	0	0	0	1	0
denovo804	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18	0	0	0	0	0	0	0	0	0
denovo805	18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
denovo802	18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
denovo803	1	0	0	3	0	0	5	0	0	0	0	0	0	0	1	0	2	2	0	0	0	0	0	2	0	0	0	0	0	0
denovo800	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18	0	0	0	0	0	0	0	0	0	0	0	0	0
denovo801	0	0	0	0	0	9	0	0	0	0	0	0	0	0	2	4	0	0	0	0	0	0	0	0	1	0	1	0	0	0
denovo1026	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0
denovo1027	0	0	0	0	1	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0
denovo1024	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0
denovo1025	0	2	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
denovo239	0	0	5	0	2	0	0	24	0	0	12	0	0	0	0	0	0	0	0	0	0	1	0	0	21	0	0	0	29	0
denovo238	2	0	5	0	1	0	0	18	0	0	6	0	34	0	0	0	0	0	0	0	0	0	0	0	13	0	0	0	7	0
denovo1020	0	0	2	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	2	0
denovo1021	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1
denovo235	0	0	1	6	0	2	0	0	0	0	0	0	0	0	0	0	0	0	26	1	0	4	55	0	0	0	1	0	0	0
denovo234	0	0	0	0	0	0	0	0	0	0	0	14	0	0	0	0	0	82	0	0	0	0	0	0	0	0	0	0	0	0
denovo237	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	82	0	0	0	0	0	0	0	0	0	10	0	0	0
denovo236	0	0	0	0	0	0	0	0	0	0	0	0	0	67	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0
denovo231	0	0	0	0	0	0	4	78	0	0	0	0	0	0	3	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
denovo230	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	96	0	0	0	0	0	0	0	0
denovo233	0	0	15	0	21	24	0	0	1	9	1	0	0	0	0	0	0	4	0	0	0	1	0	8	2	0	0	0	4	0
denovo1029	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0
denovo583	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	1	0	5	0	0	0	0	3	0	0	2	11	0
denovo582	0	0	4	0	2	0	1	0	0	1	2	0	0	0	0	0	0	0	17	0	0	0	0	0	1	3	0	0	0	0
denovo581	0	0	0	0	1	0	0	0	0	0	0	0	2	0	0	0	6	3	1	6	0	0	2	7	0	0	2	0	1	0
denovo580	0	0	0	31	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
denovo587	0	0	0	0	0	0	0	0	0	0	0	0	0	27	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0
denovo586	3	0	0	2	1	1	0	2	0	0	1	1	0	0	0	0	1	0	0	7	0	0	1	3	0	1	0	0	0	0
denovo585	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	26	0	0	0	0	0	1	0	0	0	0	0	0
denovo584	0	0	0	0	0	0	0	0	0	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
denovo589	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	30	0	0	0	0	0	0	0	0	0
denovo588	0	0	3	0	1	0	0	0	0	0	0	0	0	0	0	0	5	1	5	2	0	2	1	7	0	0	2	0	1	0
denovo58	0	0	11	0	0	2	25	0	2	0	0	0	0	0	11	0	0	0	222	0	0	24	0	58	17	49	0	0	0	0
denovo59	0	0	6	0	0	0	9	0	3	0	0	0	25	109	3	0	0	0	158	0	0	15	0	25	6	27	0	9	0	0
denovo56	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	448	9	0	0	0	0	0	0	0	0	0	0
denovo57	0	10	3	2	2	0	1	39	0	43	0	1	3	23	2	0	0	1	0	7	0	9	5	1	3	2	0	3	6	256
denovo54	0	0	0	0	0	0	0	0	0	0	0	0	425	0	0	0	33	0	0	0	0	0	0	0	0	0	7	0	0	0
denovo55	0	355	6	1	0	0	11	0	0	9	0	6	0	0	3	0	0	6	0	0	0	65	0	0	0	0	0	0	0	0
denovo52	0	0	0	0	0	0	1	47	0	19	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	384
denovo53	0	0	6	0	0	1	0	0	0	0	0	0	45	0	0	0	0	0	326	0	0	30	0	56	12	0	0	0	0	0
denovo50	0	435	5	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	60	0	0	2	0	0	0	0	0
denovo51	0	0	2	3	16	4	0	0	0	0	0	0	3	0	0	0	6	0	0	10	0	3	396	13	4	0	18	0	23	0
denovo778	0	0	2	0	0	0	0	0	0	0	0	0	5	0	0	0	1	0	0	0	0	0	8	0	0	0	0	0	0	0
denovo779	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0
denovo775	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20	0	0	0	0	0	0	0
denovo776	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	1	0	0	0	3	0	0	0	0	0	0	2	0	0	0
denovo777	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	17	0	0	0	0	0	0
denovo770	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20	0	0	0	0	0	0	0	0	0	0	0	0	0
denovo771	0	0	1	0	0	0	0	0	0	1	2	0	2	12	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0
denovo824	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
denovo825	0	0	0	0	0	3	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0
denovo826	0	0	0	0	0	0	11	0	0	4	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
denovo827	0	0	0	5	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	1	0	7	0	0	1	0	0	0
denovo820	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	17	0	0	0	0	0	0	0	0	0	0
denovo821	0	0	0	3	0	0	0	0	0	0	0	4	0	0	1	0	0	0	2	6	0	0	1	0	1	0	0	0	0	0
denovo822	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	1	8	0	0	0	0	0	0
denovo823	17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
denovo828	0	0	2	3	0	0	1	0	1	0	0	0	1	0	3	0	0	0	3	0	0	0	0	0	0	0	1	0	1	2
denovo829	0	0	1	0	0	0	0	0	0	0	0	0	6	0	0	0	1	0	0	0	0	0	10	0	0	0	0	0	0	0
denovo697	0	0	0	0	0	0	0	0	0	0	0	0	0	18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
denovo696	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	23	0	0	0	0	0	0	0	0	0	0
denovo695	0	0	0	0	0	0	0	16	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
denovo694	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	23	0	0	0	0	0	0	0
denovo693	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	23	0	0	0	0	0	0	0
denovo160	0	4	9	2	0	3	0	0	0	0	0	3	1	0	0	0	1	0	29	0	0	15	60	16	0	0	1	0	0	0
denovo691	0	0	0	0	0	0	3	0	0	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
denovo162	121	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
denovo1008	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0
denovo1009	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
denovo1000	1	0	0	1	0	0	0	0	0	0	0	6	0	0	0	0	0	0	2	0	0	0	1	0	0	0	0	0	0	2
denovo1002	0	0	0	0	0	7	0	0	0	0	0	0	0	0	1	2	0	0	0	0	0	0	0	0	2	0	0	0	0	0
denovo1003	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	0	0	0	0	0	0	0	0	0	0	0
denovo1004	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	12	0	0	0	0	0	0	0	0	0	0
denovo1007	0	0	1	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
denovo213	0	0	0	5	37	1	0	0	0	0	0	0	0	0	0	1	0	0	61	0	0	0	0	0	3	0	0	0	0	0
denovo211	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
denovo210	0	0	0	0	78	0	5	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	24	0
